name,jobs,machines,optimum,bounds,path,solver,time_total,time_parse,time_solve,mus_size,refinement,rotation,symmetry,sat_calls,unsat_calls,solver_calls,total_solve_only,solution,status
ta75,100,20,,,jsplib/ta75,exact,11.048157215118408,,,,,,,,,,,sigterm,unknown
ta76,100,20,,,jsplib/ta76,exact,11.023062229156494,,,,,,,,,,,sigterm,unknown
ta77,100,20,,,jsplib/ta77,exact,11.69736385345459,,,,,,,,,,,sigterm,unknown
ta78,100,20,,,jsplib/ta78,exact,11.114341259002686,,,,,,,,,,,sigterm,unknown
ta79,100,20,,,jsplib/ta79,exact,11.02776050567627,,,,,,,,,,,sigterm,unknown
ta80,100,20,,,jsplib/ta80,exact,11.687812805175781,,,,,,,,,,,sigterm,unknown
yn1,20,20,,"{'upper': 885, 'lower': 826}",jsplib/yn1,exact,0.9832122325897217,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn2,20,20,,"{'upper': 909, 'lower': 861}",jsplib/yn2,exact,0.8970096111297607,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn3,20,20,,"{'upper': 892, 'lower': 827}",jsplib/yn3,exact,0.9309160709381104,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn4,20,20,,"{'upper': 968, 'lower': 918}",jsplib/yn4,exact,0.9287738800048828,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
